Description,G1_vertices,G1_edges,G1_density,G2_vertices,G2_edges,G2_density,Exact_result,Exact_elapsed_ms,Exact_distance,GVF2_1_result,GVF2_1_elapsed_ms,GVF2_1_distance,GVF2_10_result,GVF2_10_elapsed_ms,GVF2_10_distance,GVF2_100_result,GVF2_100_elapsed_ms,GVF2_100_distance,GVF2_500_result,GVF2_500_elapsed_ms,GVF2_500_distance
G2 is shuffled subgraph of G1,7,11,1.5714285714285714,7,11,1.5714285714285714,Success,50.79,0,Success,0.0409,0.5714285714285714,Success,0.0945,0.1428571428571429,Success,0.6587,0,Success,2.9276,0
G2 is shuffled subgraph of G1,8,12,1.5,3,1,0.3333333333333333,Success,0.6892,0.625,Success,0.0268,0.75,Success,0.094,0.75,Success,0.497,0.75,Success,2.1398,0.75
G2 is shuffled subgraph of G1,8,12,1.5,4,4,1,Success,0.8238,0.5,Success,0.0761,0.75,Success,0.096,0.625,Success,0.549,0.625,Success,2.7104,0.625
G2 is shuffled subgraph of G1,8,12,1.5,5,5,1,Success,5.0132,0.375,Success,0.0421,0.625,Success,0.2963,0.625,Success,0.6609,0.625,Success,2.657,0.625
G2 is shuffled subgraph of G1,8,12,1.5,6,6,1,Success,13.4991,0.25,Success,0.0224,0.625,Success,0.0786,0.5,Success,0.6087,0.5,Success,2.949,0.5
G2 is shuffled subgraph of G1,8,12,1.5,7,9,1.2857142857142858,Success,398.6418,0.125,Success,0.0412,0.125,Success,0.1745,0.125,Success,0.6992,0.125,Success,3.6406,0.125
G2 is shuffled subgraph of G1,8,12,1.5,8,12,1.5,Success,369.0762,0,Success,0.1181,0.5,Success,0.1553,0,Success,0.7953,0,Success,3.686,0
G2 is shuffled subgraph of G1,9,14,1.5555555555555556,3,3,1,Success,0.5241,0.6666666666666667,Success,0.0986,0.6666666666666667,Success,0.1376,0.6666666666666667,Success,1.0461,0.6666666666666667,Success,2.2054,0.6666666666666667
G2 is shuffled subgraph of G1,9,14,1.5555555555555556,4,3,0.75,Success,1.9684,0.5555555555555556,Success,0.1239,0.6666666666666667,Success,0.1113,0.6666666666666667,Success,0.681,0.6666666666666667,Success,2.6742,0.6666666666666667
G2 is shuffled subgraph of G1,9,14,1.5555555555555556,5,5,1,Success,14.0697,0.4444444444444444,Success,0.0372,0.4444444444444444,Success,0.1524,0.4444444444444444,Success,0.5497,0.4444444444444444,Success,2.9467,0.4444444444444444
G2 is shuffled subgraph of G1,9,14,1.5555555555555556,6,7,1.1666666666666667,Success,67.2691,0.33333333333333337,Success,0.1232,0.6666666666666667,Success,0.0846,0.33333333333333337,Success,0.6663,0.33333333333333337,Success,2.8256,0.33333333333333337
G2 is shuffled subgraph of G1,9,14,1.5555555555555556,7,6,0.8571428571428571,Success,177.8449,0.2222222222222222,Success,0.0477,0.6666666666666667,Success,0.0752,0.5555555555555556,Success,0.6282,0.5555555555555556,Success,2.6381,0.5555555555555556
G2 is shuffled subgraph of G1,9,14,1.5555555555555556,8,14,1.75,Success,1011.1375,0.11111111111111116,Success,0.0302,0.6666666666666667,Success,0.1139,0.5555555555555556,Success,0.6428,0.5555555555555556,Success,3.089,0.5555555555555556
G2 is shuffled subgraph of G1,9,14,1.5555555555555556,9,14,1.5555555555555556,Success,11711.9498,0,Success,0.0394,0,Success,0.1379,0,Success,0.9709,0,Success,3.9754,0
G2 is shuffled subgraph of G1,10,15,1.5,10,15,1.5,Timeout,30000,-1,Success,0.0588,0.30000000000000004,Success,0.1554,0,Success,0.9765,0,Success,4.4933,0
G2 is shuffled subgraph of G1,20,30,1.5,20,30,1.5,Timeout,30000,-1,Success,0.0572,0.44999999999999996,Success,0.3727,0.44999999999999996,Success,2.2168,0,Success,11.3548,0
G2 is shuffled subgraph of G1,30,45,1.5,30,45,1.5,Timeout,30000,-1,Success,0.1239,0.5,Success,0.6057,0.4,Success,4.9327,0.4,Success,26.0418,0.3666666666666667
G2 is shuffled subgraph of G1,40,60,1.5,40,60,1.5,Timeout,30000,-1,Success,0.1724,0.55,Success,0.8551,0.44999999999999996,Success,8.3471,0.275,Success,44.5918,0.17500000000000004
G2 is shuffled subgraph of G1,50,75,1.5,50,75,1.5,Timeout,30000,-1,Success,0.186,0.48,Success,1.4541,0.45999999999999996,Success,13.9391,0.31999999999999995,Success,63.7926,0
G2 is shuffled subgraph of G1,60,90,1.5,60,90,1.5,Timeout,30000,-1,Success,0.416,0.44999999999999996,Success,2.2972,0.41666666666666663,Success,23.5264,0.3833333333333333,Success,113.4031,0.23333333333333328
G2 is shuffled subgraph of G1,70,105,1.5,70,105,1.5,Timeout,30000,-1,Success,0.4656,0.4571428571428572,Success,2.8608,0.44285714285714284,Success,23.9253,0.41428571428571426,Success,136.979,0.41428571428571426
G2 is shuffled subgraph of G1,80,120,1.5,80,120,1.5,Timeout,30000,-1,Success,0.5066,0.48750000000000004,Success,4.8845,0.44999999999999996,Success,45.2665,0.4,Success,219.7294,0.36250000000000004
G2 is shuffled subgraph of G1,90,135,1.5,90,135,1.5,Timeout,30000,-1,Success,0.7641,0.48888888888888893,Success,5.33,0.4444444444444444,Success,50.3024,0.4222222222222223,Success,263.6158,0.38888888888888884
G2 is shuffled subgraph of G1,100,150,1.5,100,150,1.5,Timeout,30000,-1,Success,0.8998,0.48,Success,7.2098,0.44999999999999996,Success,72.022,0.43000000000000005,Success,363.5328,0.32999999999999996
G2 is shuffled subgraph of G1,110,165,1.5,110,165,1.5,Timeout,30000,-1,Success,1.0238,0.5181818181818182,Success,8.7572,0.4545454545454546,Success,92.2576,0.44545454545454544,Success,465.0277,0.40909090909090906
G2 is shuffled subgraph of G1,120,180,1.5,120,180,1.5,Timeout,30000,-1,Success,1.3231,0.44999999999999996,Success,12.4139,0.45833333333333337,Success,111.2347,0.43333333333333335,Success,560.8033,0.41666666666666663
G2 is shuffled subgraph of G1,130,195,1.5,130,195,1.5,Timeout,30000,-1,Success,1.5541,0.523076923076923,Success,11.8068,0.48461538461538467,Success,122.049,0.4307692307692308,Success,616.3103,0.4307692307692308
G2 is shuffled subgraph of G1,140,210,1.5,140,210,1.5,Timeout,30000,-1,Success,1.5875,0.4928571428571429,Success,14.8474,0.44999999999999996,Success,165.1141,0.44285714285714284,Success,833.6594,0.40714285714285714
G2 is shuffled subgraph of G1,150,225,1.5,150,225,1.5,Timeout,30000,-1,Success,2.5603,0.4733333333333334,Success,22.1138,0.45333333333333337,Success,214.798,0.42000000000000004,Success,1095.6143,0.42000000000000004
G2 is shuffled subgraph of G1,160,240,1.5,160,240,1.5,Timeout,30000,-1,Success,2.9134,0.44999999999999996,Success,23.4287,0.4625,Success,193.2368,0.44999999999999996,Success,1079.5958,0.4
G2 is shuffled subgraph of G1,170,255,1.5,170,255,1.5,Timeout,30000,-1,Success,3.1638,0.44705882352941173,Success,30.3019,0.4764705882352941,Success,309.9079,0.43529411764705883,Success,1404.1423,0.42352941176470593
G2 is shuffled subgraph of G1,180,270,1.5,180,270,1.5,Timeout,30000,-1,Success,2.0581,0.6,Success,32.1226,0.46111111111111114,Success,308.1409,0.4388888888888889,Success,1548.8389,0.4
G2 is shuffled subgraph of G1,190,285,1.5,190,285,1.5,Timeout,30000,-1,Success,4.4472,0.4736842105263158,Success,39.1142,0.4631578947368421,Success,354.4593,0.4421052631578948,Success,1934.8378,0.4263157894736842
G2 is shuffled subgraph of G1,200,300,1.5,200,300,1.5,Timeout,30000,-1,Success,5.1874,0.45999999999999996,Success,56.0616,0.44499999999999995,Success,492.1927,0.43500000000000005,Success,2526.0128,0.42000000000000004
G2 is shuffled subgraph of G1,210,315,1.5,210,315,1.5,Timeout,30000,-1,Success,6.7847,0.4904761904761905,Success,53.1198,0.4714285714285714,Success,539.2288,0.46190476190476193,Success,2594.04,0.41428571428571426
G2 is shuffled subgraph of G1,220,330,1.5,220,330,1.5,Timeout,30000,-1,Success,6.9981,0.4409090909090909,Success,68.9519,0.4545454545454546,Success,705.8288,0.4409090909090909,Success,3439.915,0.42272727272727273
G2 is shuffled subgraph of G1,230,345,1.5,230,345,1.5,Timeout,30000,-1,Success,6.9991,0.4739130434782609,Success,70.251,0.4565217391304348,Success,696.8507,0.4304347826086956,Success,3617.1545,0.4173913043478261
G2 is shuffled subgraph of G1,240,360,1.5,240,360,1.5,Timeout,30000,-1,Success,0.4322,0.9041666666666667,Success,76.7143,0.45833333333333337,Success,670.9765,0.43333333333333335,Success,3282.598,0.43333333333333335
G2 is shuffled subgraph of G1,250,375,1.5,250,375,1.5,Timeout,30000,-1,Success,8.8785,0.46799999999999997,Success,88.127,0.45199999999999996,Success,818.6975,0.44399999999999995,Success,4366.2823,0.43600000000000005
G2 is shuffled subgraph of G1,10,15,1.5,7,8,1.1428571428571428,Success,1181.9165,0.30000000000000004,Success,0.0409,0.6,Success,0.1104,0.5,Success,1.0407,0.5,Success,3.6916,0.5
G2 is shuffled subgraph of G1,20,30,1.5,14,16,1.1428571428571428,Timeout,30000,-1,Success,0.0581,0.6,Success,0.2122,0.55,Success,2.3691,0.5,Success,9.2131,0.4
G2 is shuffled subgraph of G1,30,45,1.5,21,24,1.1428571428571428,Timeout,30000,-1,Success,0.0625,0.6,Success,0.3929,0.5,Success,3.4955,0.4666666666666667,Success,19.3198,0.4666666666666667
G2 is shuffled subgraph of G1,40,60,1.5,28,27,0.9642857142857143,Timeout,30000,-1,Success,0.1173,0.525,Success,0.7362,0.5,Success,7.4984,0.475,Success,36.2355,0.44999999999999996
G2 is shuffled subgraph of G1,50,75,1.5,35,39,1.1142857142857143,Timeout,30000,-1,Success,0.1626,0.56,Success,1.1715,0.54,Success,11.1772,0.5,Success,62.4847,0.48
G2 is shuffled subgraph of G1,60,90,1.5,42,53,1.2619047619047619,Timeout,30000,-1,Success,0.2255,0.65,Success,1.5188,0.5666666666666667,Success,14.1537,0.41666666666666663,Success,76.1464,0.30000000000000004
G2 is shuffled subgraph of G1,70,105,1.5,49,52,1.0612244897959184,Timeout,30000,-1,Success,0.293,0.5857142857142856,Success,2.7864,0.5285714285714286,Success,23.8623,0.5142857142857142,Success,119.7031,0.4571428571428572
G2 is shuffled subgraph of G1,80,120,1.5,56,53,0.9464285714285714,Timeout,30000,-1,Success,0.1404,0.7875,Success,3.1201,0.4625,Success,32.0187,0.48750000000000004,Success,164.1294,0.38749999999999996
G2 is shuffled subgraph of G1,90,135,1.5,62,63,1.0161290322580645,Timeout,30000,-1,Success,0.5412,0.5444444444444445,Success,5.073,0.5222222222222221,Success,47.4115,0.4666666666666667,Success,240.8884,0.43333333333333335
G2 is shuffled subgraph of G1,100,150,1.5,70,67,0.9571428571428572,Timeout,30000,-1,Success,0.808,0.5700000000000001,Success,6.4386,0.53,Success,64.8015,0.5,Success,303.8216,0.45999999999999996
G2 is shuffled subgraph of G1,110,165,1.5,77,80,1.0389610389610389,Timeout,30000,-1,Success,0.6793,0.6545454545454545,Success,7.3976,0.5181818181818182,Success,72.1288,0.509090909090909,Success,358.7747,0.3909090909090909
G2 is shuffled subgraph of G1,120,180,1.5,84,91,1.0833333333333333,Timeout,30000,-1,Success,1.2046,0.55,Success,11.3229,0.5083333333333333,Success,102.672,0.5166666666666666,Success,508.6178,0.4916666666666667
G2 is shuffled subgraph of G1,130,195,1.5,91,100,1.098901098901099,Timeout,30000,-1,Success,1.2462,0.5307692307692308,Success,11.927,0.523076923076923,Success,111.9326,0.5076923076923077,Success,575.0283,0.5
G2 is shuffled subgraph of G1,140,210,1.5,98,105,1.0714285714285714,Timeout,30000,-1,Success,1.3379,0.5571428571428572,Success,15.0374,0.5357142857142857,Success,152.5404,0.5214285714285714,Success,744.6919,0.48571428571428577
G2 is shuffled subgraph of G1,150,225,1.5,105,109,1.0380952380952382,Timeout,30000,-1,Success,1.6468,0.5533333333333333,Success,16.5067,0.5,Success,161.4475,0.52,Success,843.3421,0.5066666666666666
G2 is shuffled subgraph of G1,160,240,1.5,112,131,1.1696428571428572,Timeout,30000,-1,Success,2.2195,0.55,Success,15.8422,0.55,Success,181.7179,0.5375,Success,912.9101,0.50625
G2 is shuffled subgraph of G1,170,255,1.5,118,127,1.076271186440678,Timeout,30000,-1,Success,2.3043,0.5882352941176471,Success,26.1425,0.5470588235294118,Success,213.6346,0.5176470588235293,Success,1000.9193,0.5176470588235293
G2 is shuffled subgraph of G1,180,270,1.5,125,130,1.04,Timeout,30000,-1,Success,2.3153,0.55,Success,24.5412,0.5333333333333333,Success,231.5341,0.5111111111111111,Success,1279.9381,0.5111111111111111
G2 is shuffled subgraph of G1,190,285,1.5,133,148,1.112781954887218,Timeout,30000,-1,Success,3.3133,0.5631578947368421,Success,32.939,0.5526315789473684,Success,288.9636,0.5421052631578948,Success,1354.2634,0.5210526315789474
G2 is shuffled subgraph of G1,200,300,1.5,140,153,1.0928571428571427,Timeout,30000,-1,Success,3.3315,0.56,Success,30.4629,0.5449999999999999,Success,259.127,0.525,Success,1360.1683,0.51
G2 is shuffled subgraph of G1,210,315,1.5,147,144,0.9795918367346939,Timeout,30000,-1,Success,4.5718,0.5666666666666667,Success,26.8988,0.5619047619047619,Success,307.431,0.5047619047619047,Success,1509.9635,0.5142857142857142
G2 is shuffled subgraph of G1,220,330,1.5,154,155,1.0064935064935066,Timeout,30000,-1,Success,5.0258,0.5727272727272728,Success,41.7416,0.5181818181818182,Success,461.0008,0.5136363636363637,Success,2384.3151,0.5045454545454545
G2 is shuffled subgraph of G1,230,345,1.5,161,154,0.9565217391304348,Timeout,30000,-1,Success,7.2588,0.5478260869565217,Success,63.8486,0.5130434782608695,Success,592.7223,0.5,Success,2702.6764,0.4956521739130435
G2 is shuffled subgraph of G1,240,360,1.5,168,175,1.0416666666666667,Timeout,30000,-1,Success,2.288,0.7333333333333334,Success,56.0805,0.525,Success,552.1232,0.5083333333333333,Success,2679.9191,0.5041666666666667
G2 is shuffled subgraph of G1,250,375,1.5,175,170,0.9714285714285714,Timeout,30000,-1,Success,6.276,0.5800000000000001,Success,67.6423,0.516,Success,643.3663,0.508,Success,3186.6925,0.496
G2 is shuffled subgraph of G1,10,15,1.5,3,2,0.6666666666666666,Success,0.7433,0.7,Success,0.1037,0.8,Success,0.052,0.8,Success,0.5203,0.8,Success,2.6033,0.8
G2 is shuffled subgraph of G1,20,30,1.5,6,3,0.5,Timeout,30000,-1,Success,0.036,0.75,Success,0.0976,0.75,Success,0.8943,0.75,Success,4.5292,0.75
G2 is shuffled subgraph of G1,30,45,1.5,9,3,0.3333333333333333,Timeout,30000,-1,Success,0.0666,0.7666666666666666,Success,0.2319,0.7,Success,1.724,0.7,Success,8.2498,0.7
G2 is shuffled subgraph of G1,40,60,1.5,12,6,0.5,Timeout,30000,-1,Success,0.0479,0.8,Success,0.3213,0.75,Success,2.6255,0.725,Success,13.5783,0.725
G2 is shuffled subgraph of G1,50,75,1.5,15,7,0.4666666666666667,Timeout,30000,-1,Success,0.0866,0.8,Success,0.4095,0.74,Success,3.7813,0.7,Success,20.0047,0.7
G2 is shuffled subgraph of G1,60,90,1.5,18,5,0.2777777777777778,Timeout,30000,-1,Success,0.1324,0.7166666666666667,Success,0.7152,0.7,Success,6.1157,0.7,Success,30.5568,0.7
G2 is shuffled subgraph of G1,70,105,1.5,21,7,0.3333333333333333,Timeout,30000,-1,Success,0.1079,0.7428571428571429,Success,1.0258,0.7142857142857143,Success,9.2392,0.7,Success,42.9478,0.7
G2 is shuffled subgraph of G1,80,120,1.5,24,8,0.3333333333333333,Timeout,30000,-1,Success,0.2943,0.725,Success,1.2986,0.725,Success,11.9826,0.7125,Success,57.6306,0.7
G2 is shuffled subgraph of G1,90,135,1.5,27,14,0.5185185185185185,Timeout,30000,-1,Success,0.2811,0.7444444444444445,Success,1.2367,0.7222222222222222,Success,13.0202,0.7111111111111111,Success,65.4633,0.7111111111111111
G2 is shuffled subgraph of G1,100,150,1.5,30,13,0.43333333333333335,Timeout,30000,-1,Success,0.2654,0.76,Success,2.1882,0.75,Success,17.2258,0.72,Success,99.2328,0.71
G2 is shuffled subgraph of G1,110,165,1.5,33,9,0.2727272727272727,Timeout,30000,-1,Success,0.4297,0.7363636363636363,Success,2.5117,0.7090909090909091,Success,26.0516,0.7,Success,131.9674,0.7
G2 is shuffled subgraph of G1,120,180,1.5,36,12,0.3333333333333333,Timeout,30000,-1,Success,0.4221,0.75,Success,3.2324,0.7083333333333333,Success,28.8044,0.7,Success,173.7219,0.7083333333333333
G2 is shuffled subgraph of G1,130,195,1.5,39,12,0.3076923076923077,Timeout,30000,-1,Success,0.4351,0.7461538461538462,Success,2.7421,0.7153846153846154,Success,27.7858,0.7076923076923076,Success,136.1946,0.7076923076923076
G2 is shuffled subgraph of G1,140,210,1.5,42,16,0.38095238095238093,Timeout,30000,-1,Success,0.4759,0.75,Success,4.403,0.7285714285714286,Success,46.3764,0.7142857142857143,Success,210.1232,0.7071428571428571
G2 is shuffled subgraph of G1,150,225,1.5,45,19,0.4222222222222222,Timeout,30000,-1,Success,0.688,0.7466666666666666,Success,5.5248,0.7333333333333334,Success,55.151,0.7266666666666667,Success,278.9856,0.7066666666666667
G2 is shuffled subgraph of G1,160,240,1.5,48,19,0.3958333333333333,Timeout,30000,-1,Success,0.6221,0.75,Success,6.0045,0.725,Success,65.9779,0.70625,Success,285.4783,0.7125
G2 is shuffled subgraph of G1,170,255,1.5,51,27,0.5294117647058824,Timeout,30000,-1,Success,0.8254,0.7705882352941177,Success,6.3996,0.7411764705882353,Success,63.9135,0.7294117647058824,Success,323.6122,0.7294117647058824
G2 is shuffled subgraph of G1,180,270,1.5,54,20,0.37037037037037035,Timeout,30000,-1,Success,1.0087,0.75,Success,8.468,0.7166666666666667,Success,90.6828,0.7166666666666667,Success,456.8949,0.7111111111111111
G2 is shuffled subgraph of G1,190,285,1.5,57,34,0.5964912280701754,Timeout,30000,-1,Success,0.8898,0.7789473684210526,Success,9.2702,0.7526315789473684,Success,93.453,0.7315789473684211,Success,448.7596,0.7315789473684211
G2 is shuffled subgraph of G1,200,300,1.5,60,19,0.31666666666666665,Timeout,30000,-1,Success,1.3774,0.735,Success,11.8804,0.72,Success,120.144,0.7150000000000001,Success,577.7153,0.7050000000000001
G2 is shuffled subgraph of G1,210,315,1.5,63,26,0.4126984126984127,Timeout,30000,-1,Success,1.4015,0.7428571428571429,Success,10.2265,0.7333333333333334,Success,89.5424,0.7285714285714286,Success,455.4479,0.7238095238095238
G2 is shuffled subgraph of G1,220,330,1.5,66,31,0.4696969696969697,Timeout,30000,-1,Success,1.6439,0.7545454545454545,Success,12.2548,0.740909090909091,Success,124.242,0.7318181818181818,Success,690.9233,0.7318181818181818
G2 is shuffled subgraph of G1,230,345,1.5,69,22,0.3188405797101449,Timeout,30000,-1,Success,1.769,0.7391304347826086,Success,17.4109,0.7347826086956522,Success,188.7421,0.7217391304347827,Success,878.9853,0.7130434782608696
G2 is shuffled subgraph of G1,240,360,1.5,72,26,0.3611111111111111,Timeout,30000,-1,Success,1.9973,0.7333333333333334,Success,19.6159,0.7333333333333334,Success,175.3653,0.7208333333333333,Success,877.6295,0.7166666666666667
G2 is shuffled subgraph of G1,250,375,1.5,75,38,0.5066666666666667,Timeout,30000,-1,Success,2.0447,0.752,Success,19.2246,0.732,Success,213.1444,0.736,Success,1079.0805,0.724
G2 is shuffled subgraph of G1,3,6,2,3,6,2,Success,0.0425,0,Success,0.0103,0,Success,0.0784,0,Success,0.414,0,Success,1.9679,0
G2 is shuffled subgraph of G1,4,12,3,3,8,2.6666666666666665,Success,0.122,0.25,Success,0.0071,0.5,Success,0.0488,0.25,Success,0.4137,0.25,Success,1.8643,0.25
G2 is shuffled subgraph of G1,4,12,3,4,12,3,Success,0.1067,0,Success,0.0267,0,Success,0.0979,0,Success,0.7775,0,Success,2.1124,0
G2 is shuffled subgraph of G1,5,15,3,3,6,2,Success,0.1104,0.4,Success,0.0493,0.6,Success,0.0475,0.6,Success,0.3773,0.6,Success,2.0003,0.6
G2 is shuffled subgraph of G1,5,15,3,4,8,2,Success,0.4077,0.19999999999999996,Success,0.0684,0.6,Success,0.1128,0.19999999999999996,Success,0.4918,0.19999999999999996,Success,1.997,0.19999999999999996
G2 is shuffled subgraph of G1,5,15,3,5,15,3,Success,1.2543,0,Success,0.0268,0.6,Success,0.0925,0,Success,0.5245,0,Success,2.3789,0
G2 is shuffled subgraph of G1,6,18,3,3,5,1.6666666666666667,Success,0.214,0.5,Success,0.1032,0.8333333333333334,Success,0.131,0.8333333333333334,Success,0.42,0.8333333333333334,Success,2.0476,0.8333333333333334
G2 is shuffled subgraph of G1,6,18,3,4,7,1.75,Success,0.6493,0.33333333333333337,Success,0.0284,0.6666666666666667,Success,0.134,0.6666666666666667,Success,0.5459,0.6666666666666667,Success,2.3213,0.6666666666666667
G2 is shuffled subgraph of G1,6,18,3,5,14,2.8,Success,1.049,0.16666666666666663,Success,0.0296,0.6666666666666667,Success,0.1214,0.16666666666666663,Success,0.5528,0.16666666666666663,Success,2.4151,0.16666666666666663
G2 is shuffled subgraph of G1,6,18,3,6,18,3,Success,1.9327,0,Success,0.0671,0,Success,0.1268,0,Success,0.5804,0,Success,2.9071,0
G2 is shuffled subgraph of G1,7,21,3,3,2,0.6666666666666666,Success,0.3154,0.5714285714285714,Success,0.0339,0.5714285714285714,Success,0.0627,0.5714285714285714,Success,0.4553,0.5714285714285714,Success,2.2847,0.5714285714285714
G2 is shuffled subgraph of G1,7,21,3,4,7,1.75,Success,1.1876,0.4285714285714286,Success,0.0615,0.7142857142857143,Success,0.1444,0.5714285714285714,Success,0.538,0.5714285714285714,Success,2.3379,0.5714285714285714
G2 is shuffled subgraph of G1,7,21,3,5,10,2,Success,3.7131,0.2857142857142857,Success,0.0282,0.7142857142857143,Success,0.1169,0.5714285714285714,Success,0.5364,0.5714285714285714,Success,2.7837,0.5714285714285714
G2 is shuffled subgraph of G1,7,21,3,6,17,2.8333333333333335,Success,6.2082,0.1428571428571429,Success,0.0618,0.5714285714285714,Success,0.0862,0.1428571428571429,Success,0.5845,0.1428571428571429,Success,2.8068,0.1428571428571429
G2 is shuffled subgraph of G1,7,21,3,7,21,3,Success,17.2043,0,Success,0.0467,0,Success,0.0847,0,Success,0.7058,0,Success,2.9842,0
G2 is shuffled subgraph of G1,8,24,3,3,3,1,Success,0.423,0.625,Success,0.0309,0.875,Success,0.0796,0.75,Success,0.7532,0.75,Success,1.8582,0.75
G2 is shuffled subgraph of G1,8,24,3,4,5,1.25,Success,0.6797,0.5,Success,0.0585,0.75,Success,0.1596,0.5,Success,0.59,0.5,Success,2.9712,0.5
G2 is shuffled subgraph of G1,8,24,3,5,9,1.8,Success,5.2481,0.375,Success,0.0683,0.625,Success,0.1419,0.375,Success,0.5778,0.375,Success,2.7471,0.375
G2 is shuffled subgraph of G1,8,24,3,6,12,2,Success,45.6345,0.25,Success,0.0367,0.5,Success,0.0828,0.5,Success,0.5619,0.5,Success,2.9145,0.5
G2 is shuffled subgraph of G1,8,24,3,7,19,2.7142857142857144,Success,25.7536,0.125,Success,0.1069,0.625,Success,0.1169,0.5,Success,0.6334,0.125,Success,3.2652,0.125
G2 is shuffled subgraph of G1,8,24,3,8,24,3,Success,1066.3752,0,Success,0.1307,0.5,Success,0.146,0.375,Success,0.7095,0.375,Success,3.3072,0.375
G2 is shuffled subgraph of G1,9,27,3,3,1,0.3333333333333333,Success,0.321,0.6666666666666667,Success,0.1033,0.8888888888888888,Success,0.1086,0.8888888888888888,Success,0.457,0.8888888888888888,Success,1.87,0.8888888888888888
G2 is shuffled subgraph of G1,9,27,3,4,4,1,Success,2.1828,0.5555555555555556,Success,0.1124,0.5555555555555556,Success,0.2025,0.5555555555555556,Success,0.5812,0.5555555555555556,Success,2.5523,0.5555555555555556
G2 is shuffled subgraph of G1,9,27,3,5,8,1.6,Success,7.1508,0.4444444444444444,Success,0.0724,0.5555555555555556,Success,0.1471,0.5555555555555556,Success,0.6625,0.5555555555555556,Success,3.3538,0.5555555555555556
G2 is shuffled subgraph of G1,9,27,3,6,11,1.8333333333333333,Success,23.22,0.33333333333333337,Success,0.061,0.5555555555555556,Success,0.1083,0.5555555555555556,Success,0.621,0.5555555555555556,Success,2.6845,0.5555555555555556
G2 is shuffled subgraph of G1,9,27,3,7,18,2.5714285714285716,Success,57.5495,0.2222222222222222,Success,0.0265,0.7777777777777778,Success,0.2344,0.5555555555555556,Success,1.232,0.5555555555555556,Success,2.7864,0.5555555555555556
G2 is shuffled subgraph of G1,9,27,3,8,20,2.5,Success,831.6987,0.11111111111111116,Success,0.0865,0.6666666666666667,Success,0.119,0.33333333333333337,Success,0.7752,0.33333333333333337,Success,3.7963,0.33333333333333337
G2 is shuffled subgraph of G1,9,27,3,9,27,3,Success,7356.534,0,Success,0.0237,0.6666666666666667,Success,0.1306,0,Success,0.77,0,Success,3.6866,0
G2 is shuffled subgraph of G1,10,30,3,10,30,3,Timeout,30000,-1,Success,0.0367,0.7,Success,0.1287,0,Success,0.8657,0,Success,4.6203,0
G2 is shuffled subgraph of G1,20,60,3,20,60,3,Timeout,30000,-1,Success,0.0377,0.55,Success,0.203,0.6,Success,1.7624,0,Success,8.8025,0
G2 is shuffled subgraph of G1,30,90,3,30,90,3,Timeout,30000,-1,Success,0.068,0.6666666666666667,Success,0.3673,0.6333333333333333,Success,3.5465,0,Success,16.8447,0
G2 is shuffled subgraph of G1,40,120,3,40,120,3,Timeout,30000,-1,Success,0.1457,0.575,Success,0.9441,0.575,Success,6.6919,0,Success,31.6614,0
G2 is shuffled subgraph of G1,50,150,3,50,150,3,Timeout,30000,-1,Success,0.1774,0.74,Success,1.0665,0.5800000000000001,Success,10.4656,0.5,Success,48.6679,0
G2 is shuffled subgraph of G1,60,180,3,60,180,3,Timeout,30000,-1,Success,0.17,0.6333333333333333,Success,1.7262,0.6,Success,13.7485,0.5833333333333333,Success,65.3507,0.4833333333333333
G2 is shuffled subgraph of G1,70,210,3,70,210,3,Timeout,30000,-1,Success,0.2213,0.6857142857142857,Success,1.8803,0.6285714285714286,Success,18.9719,0.6,Success,97.6033,0.6
G2 is shuffled subgraph of G1,80,240,3,80,240,3,Timeout,30000,-1,Success,0.2938,0.6875,Success,2.43,0.625,Success,24.3369,0.5875,Success,125.1707,0.575
G2 is shuffled subgraph of G1,90,270,3,90,270,3,Timeout,30000,-1,Success,0.771,0.6555555555555556,Success,3.666,0.6111111111111112,Success,33.7131,0.48888888888888893,Success,170.7174,0.5777777777777777
G2 is shuffled subgraph of G1,100,300,3,100,300,3,Timeout,30000,-1,Success,0.3745,0.75,Success,4.9159,0.62,Success,44.8535,0.6,Success,219.3639,0.6
G2 is shuffled subgraph of G1,110,330,3,110,330,3,Timeout,30000,-1,Success,0.832,0.6090909090909091,Success,4.5486,0.6272727272727272,Success,52.0737,0.6090909090909091,Success,273.241,0.5909090909090908
G2 is shuffled subgraph of G1,120,360,3,120,360,3,Timeout,30000,-1,Success,0.4268,0.8083333333333333,Success,7.3094,0.6166666666666667,Success,78.2351,0.6,Success,385.3835,0.6
G2 is shuffled subgraph of G1,130,390,3,130,390,3,Timeout,30000,-1,Success,1.1012,0.6307692307692307,Success,9.4881,0.6076923076923078,Success,99.4219,0.5923076923076923,Success,458.7075,0.6
G2 is shuffled subgraph of G1,140,420,3,140,420,3,Timeout,30000,-1,Success,0.6439,0.7642857142857142,Success,10.5181,0.6214285714285714,Success,112.5327,0.5857142857142856,Success,537.3159,0.5928571428571429
G2 is shuffled subgraph of G1,150,450,3,150,450,3,Timeout,30000,-1,Success,1.363,0.6599999999999999,Success,12.1319,0.6266666666666667,Success,137.6147,0.6066666666666667,Success,673.8682,0.6
